"Country_Region","Confirmed","Deaths"
"US",8033,31
"US",1762,55
"US",547,9
"US",751,0
"US",1034,19
"US",456,11
"US",3144,91
"US",3836,34
"US",1893,28
"US",384,21
"US",4455,64
"US",1104,28
"US",1386,18
"US",12339,167
"US",528,3
"US",1530,18
"US",683,11
"US",594,2
"US",1268,10
"US",291,3
"US",2229,35
"US",971,10
"US",1057,22
"US",5493,23
"US",238,3
"US",189,3
"US",1764,33
"US",284,10
"US",195,5
"US",647,20
"US",864,22
"US",523,10
"US",150,7
"US",2663,46
"US",3454,34
"US",231,8
"US",1274,16
"US",738,7
"US",6482,34
"US",240,8
"US",114,0
"US",3231,54
"US",1059,10
"US",5482,35
"US",5182,44
"US",1835,18
"US",1841,17
"US",335,20
"US",206,3
"US",912,14
"US",523,9
"US",95,1
"US",471,6
"US",188,0
"US",434,15
"US",2707,27
"US",364,2
"US",162,5
"US",1039,10
"US",1206,10
"US",151,3
"US",39696,454
"US",507,9
"US",564,7
"US",178,1
"US",1993,30
"US",127,5
"US",5118,38
"US",217,2
"US",534,3
"US",276,6
"US",3404,59
"US",701,7
"US",855,21
"US",2385,26
"US",400,4
"US",1880,15
"US",401,3
"US",2316,27
"US",404,16
"US",201,8
"US",1354,49
"US",1229,14
"US",306,15
"US",1165,25
"US",836,8
"US",195,1
"US",421,8
"US",1012,7
"US",585,12
"US",1151,6
"US",686,19
"US",256,7
"US",7041,104
"US",578,11
"US",820,4
"US",4917,20
"US",533,9
"US",343,8
"US",727,18
"US",4552,58
"US",515,16
"US",40608,406
"US",3533,28
"US",11929,219
"US",388,8
"US",545,9
"US",216,1
"US",280,8
"US",161,5
"US",487,6
"US",1393,21
"US",904,7
"US",295,5
"US",0,94
"US",452,8
"US",161,2
"US",440,8
"US",182,5
"US",685,7
"US",119,2
"US",15892,198
"US",1202,39
"US",1153,17
"US",971,2
"US",233,2
"US",2536,35
"US",505,8
"US",1787,26
"US",7521,38
"US",926,1
"US",3003,31
"US",2162,2
"US",275,3
"US",597,3
"US",658,5
"US",4134,30
"US",789,16
"US",869,15
"US",2344,25
"US",4513,24
"US",328,1
"US",527,6
"US",1363,6
"US",826,23
"US",4258,51
"US",1452,15
"US",1623,8
"US",839,15
"US",336,3
"US",394,4
"US",5737,74
"US",537,13
"US",784,1
"US",670,0
"US",23078,143
"US",711,2
"US",1805,15
"US",2132,19
"US",363,4
"US",426,9
"US",940,4
"US",1238,6
"US",2632,47
"US",1295,32
"US",750,10
"US",2275,19
"US",447,11
"US",5949,42
"US",1538,18
"US",729,1
"US",1229,9
"US",2939,45
"US",814,4
"US",223,5
"US",2623,79
"US",846,19
"US",50804,530
"US",2598,46
"US",1120,15
"US",8747,66
"US",738,14
"US",1763,10
"US",816,4
"US",3645,14
"US",758,5
"US",1043,18
"US",471,1
"US",1027,3
"US",775,23
"US",1443,23
"US",488,5
"US",1695,39
"US",320,5
"US",5706,35
"US",701,1
"US",1510,20
"US",1558,20
"US",657,10
"US",920,17
"US",4265,41
"US",1089,1
"US",550,20
"US",1133,4
"US",215,1
"US",1365,6
"US",601,7
"US",945,26
"US",1378,12
"US",518,0
"US",1920,28
"US",2855,17
"US",255,3
"US",1473,26
"US",3737,48
"US",428,6
"US",304,10
"US",612,1
"US",1552,15
"US",2923,34
"US",686,0
"US",3699,33
"US",138,5
"US",842,8
"US",1214,3
"US",1099,23
"US",2457,23
"US",2989,28
"US",1183,10
"US",987,5
"US",1723,16
"US",686,16
"US",658,3
"US",373,0
"US",0,0
"US",954,9
"US",10105,84
"US",869,9
"US",1309,8
"US",741,12
"US",2741,9
"US",300,3
"US",1253,1
"US",5082,153
"US",2458,71
"US",7849,117
"US",1379,28
"US",2695,90
"US",1977,54
"US",1202,47
"US",8979,199
"US",17819,517
"US",13933,285
"US",922,21
"US",381,4
"US",853,22
"US",1072,34
"US",1448,38
"US",1764,51
"US",25726,583
"US",959,16
"US",2458,91
"US",2624,57
"US",2044,81
"US",1501,40
"US",4840,120
"US",2683,73
"US",1392,38
"US",31498,669
"US",2285,65
"US",1149,23
"US",16753,188
"US",6250,162
"US",3339,73
"US",8761,125
"US",1307,18
"US",2133,46
"US",2840,58
"US",20780,679
"US",13951,284
"US",0,0
"US",1708,21
"US",1918,57
"US",8258,212
"US",661,29
"US",1744,40
"US",2064,44
"US",2367,39
"US",3637,73
"US",707,5
"US",1323,43
"US",2649,119
"US",6576,202
"US",3804,82
"US",3080,102
"US",15312,345
"US",9038,184
"US",273,3
"US",6260,149
"US",399,0
"US",1842,66
"US",3518,85
"US",2168,76
"US",3135,87
"US",2822,68
"US",1836,48
"US",913,34
"US",950,25
"US",1227,30
"US",2718,44
"US",643,8
"US",7457,98
"US",454,5
"US",551,12
"US",1879,29
"US",373,4
"US",308,2
"US",0,0
"US",1123,21
"US",2145,21
"US",117,1
"US",389,1
"US",750,21
"US",23,0
"US",382,17
"US",381,4
"US",5209,64
"US",5474,154
"US",24815,367
"US",39001,942
"US",31911,711
"US",2268,46
"US",1341,10
"US",5249,167
"US",3620,75
"US",6116,124
"US",1382,22
"US",11518,196
"US",1487,53
"US",8660,168
"US",11363,181
"US",742,27
"US",46717,1129
"US",55139,1089
"US",1701,28
"US",1816,22
"US",3308,89
"US",1185,8
"US",0,55
"US",8432,153
"US",4752,78
"US",2222,48
"US",5396,238
"US",2907,138
"US",34655,1071
"US",1231,2
"US",58429,1698
"US",1278,92
"US",26282,1046
"US",3832,198
"US",75615,2729
"US",27296,1302
"US",24296,1005
"US",54556,1374
"US",16810,7
"US",42595,1523
"US",336,14
"US",319,2
"US",5758,66
"US",1142,26
"US",618,9
"US",597,24
"US",545,28
"US",2968,34
"US",6219,187
"US",658,26
"US",9218,189
"US",3070,68
"US",7802,189
"US",3194,45
"US",849,10
"US",737,33
"US",1385,14
"US",1224,41
"US",3879,40
"US",457,6
"US",2889,77
"US",2174,68
"US",4667,88
"US",1207,33
"US",289,5
"US",21619,596
"US",1184,32
"US",1002,38
"US",3015,46
"US",2417,69
"US",2588,57
"US",1974,32
"US",1523,42
"US",12635,184
"US",3393,43
"US",1104,46
"US",813,37
"US",3426,42
"US",7675,154
"US",12232,240
"US",491,12
"US",43274,543
"US",82,2
"US",304,9
"US",4023,101
"US",626,7
"US",4207,61
"US",7825,73
"US",192,0
"US",380,2
"US",49473,1601
"US",591,15
"US",3557,52
"US",979,19
"US",1651,14
"US",1689,25
"US",20981,124
"US",4011,44
"US",479,8
"US",7595,149
"US",2932,65
"US",286,9
"US",9333,260
"US",2253,33
"US",61195,1636
"US",1605,43
"US",921,30
"US",306,16
"US",841,18
"US",308,15
"US",1015,22
"US",18475,272
"US",2490,10
"US",530,9
"US",963,27
"US",12336,383
"US",1497,57
"US",229,4
"US",2954,58
"US",7026,158
"US",3584,50
"US",2637,89
"US",17,0
"US",4044,78
"US",13702,193
"US",84941,3624
"US",990,18
"US",1023,32
"US",28973,323
"US",2680,36
"US",2871,41
"US",3888,78
"US",434,3
"US",5040,28
"US",2011,32
"US",2595,37
"US",6449,33
"US",1928,20
"US",1275,29
"US",4149,27
"US",6163,78
"US",657,14
"US",104,0
"US",1221,15
"US",4509,64
"US",30280,277
"US",1175,4
"US",3481,59
"US",911,11
"US",1110,1
"US",1992,18
"US",3059,42
"US",390,7
"US",86273,1382
"US",1185,12
"US",1396,37
"US",2636,31
"US",2692,39
"US",791,8
"US",924,18
"US",5379,65
"US",341,18
"US",546,9
"US",603,14
"US",547,15
"US",152,1
"US",1950,15
"US",454,1
"US",2847,29
"US",396,7
"US",675,12
"US",1570,25
"US",3073,39
"US",1879,32
"US",2028,43
"US",2914,43
"US",3321,25
"US",755,5
"US",2073,32
"US",3530,46
"US",410,8
"US",9309,61
"US",4216,50
"US",905,14
"US",2472,12
"US",875,21
"US",3198,49
"US",690,4
"US",37111,688
"US",309,4
"US",1308,26
"US",1291,39
"US",5516,55
"US",1025,10
"US",1599,14
"US",11016,81
"US",7654,57
"US",1021,5
"US",12538,205
"US",16946,172
"US",2512,9
"US",671,6
"US",790,16
"US",2226,27
"US",216,2
"US",444,59
"US",1500,2
"US",1123,12
"US",1755,13
"US",18467,190
"US",1024,7
"US",588,7
"US",3565,43
"US",10834,88
"US",880,14
"US",1807,58
"US",2235,40
"US",869,23
"US",1751,51
"US",683,21
"US",3450,95
"US",1184,17
"US",936,18
"US",1607,37
"US",526,10
"US",723,20
"US",1206,58
"US",1349,30
"US",1971,52
"US",2195,45
"US",1858,67
"US",14885,139
"US",5292,102
"US",596,9
"US",1740,35
"US",996,25
"US",1978,62
"US",2074,55
"US",10843,157
"US",14118,272
"US",1596,65
"US",739,22
"US",152,4
"US",2322,51
"US",8820,159
"US",1467,25
"US",467,14
"US",766,24
"US",5288,97
"US",666,19
"US",4289,84
"US",4162,60
"US",4992,171
"US",919,16
"US",2069,57
"US",7758,118
"US",2664,101
"US",2592,79
"US",4458,92
"US",7294,136
"US",1775,63
"US",2929,63
"US",3061,89
"US",994,31
"US",3032,142
"US",1631,34
"US",959,20
"US",3453,76
"US",3236,71
"US",2633,81
"US",890,30
"US",2252,71
"US",3196,42
"US",2129,42
"US",606,7
"US",8957,168
"US",2146,40
"US",390,17
"US",2064,64
"US",1036,20
"US",1202,18
"US",2435,61
"US",1240,33
"US",2414,56
"US",2026,40
"US",1596,53
"US",759,19
"US",0,0
"US",2865,42
"US",1012,34
"US",2773,79
"US",4322,116
"US",1698,27
"US",789,18
"US",533,23
"US",1854,51
"US",1014,33
"US",2133,50
"US",1629,4
"US",1109,14
"US",260,5
"US",1824,32
"US",1819,36
"US",776,8
"US",845,12
"US",1203,16
"US",961,12
"US",13498,44
"US",6068,96
"US",2850,15
"US",553,5
"US",3817,20
"US",3183,63
"US",6503,99
"US",661,18
"US",379,6
"US",5631,55
"US",529,8
"US",337,3
"US",5580,49
"US",376,5
"US",6339,98
"US",1272,56
"US",7668,86
"US",1502,20
"US",1731,19
"US",362,9
"US",707,18
"US",470,9
"US",784,19
"US",710,8
"US",631,19
"US",2096,15
"US",6656,113
"US",689,29
"US",614,16
"US",19064,278
"US",689,23
"US",637,10
"US",1453,22
"US",435,9
"US",328,9
"US",623,3
"US",2343,37
"US",411,1
"US",23679,245
"US",10125,160
"US",15317,134
"US",3250,31
"US",30472,354
"US",151,2
"US",2515,46
"US",2092,40
"US",2346,52
"US",549,3
"US",3561,19
"US",409,9
"US",1050,24
"US",932,10
"US",1215,10
"US",469,6
"US",2360,24
"US",1683,18
"US",133,1
"US",2044,41
"US",1139,16
"US",1510,17
"US",522,5
"US",504,9
"US",1458,24
"US",1624,31
"US",3505,46
"US",2286,18
"US",542,3
"US",1206,8
"US",382,4
"US",1285,21
"US",1862,19
"US",4100,61
"US",2525,86
"US",1285,14
"US",2467,23
"US",1842,21
"US",2571,27
"US",200,1
"US",667,7
"US",1611,17
"US",1140,8
"US",225,2
"US",678,8
"US",2033,23
"US",203,1
"US",230,3
"US",3345,60
"US",410,9
"US",299,4
"US",27407,290
"US",465,5
"US",6616,69
"US",69480,1391
"US",17610,336
"US",1430,5
"US",2027,34
"US",1645,24
"US",661,10
"US",3827,52
"US",1363,18
"US",36960,0
"US",1100,19
"US",1667,9
"US",1798,39
"US",670,6
"US",2462,39
"US",122,1
"US",1096,24
"US",769,8
"US",2050,58
"US",603,22
"US",294,1
"US",682,8
"US",135,4
"US",6634,104
"US",371,4
"US",987,9
"US",138,5
"US",926,23
"US",847,9
"US",268,2
"US",860,13
"US",8854,56
"US",9313,37
"US",72,2
"US",1324,23
"US",43,0
"US",162,2
"US",1639,34
"US",777,4
"US",77,0
"US",1471,16
"US",4859,38
"US",101,1
"US",1089,9
"US",509,3
"US",143,0
"US",111,7
"US",177,0
"US",6385,54
"US",264,7
"US",876,6
"US",10,1
"US",426,12
"US",387,3
"US",102,5
"US",788,5
"US",124,2
"US",2156,26
"US",875,11
"US",1390,51
"US",1027,28
"US",440,3
"US",357,5
"US",3033,34
"US",543,8
"US",314,6
"US",312,5
"US",673,8
"US",43,1
"US",0,0
"US",644,7
"US",141,6
"US",113,4
"US",13847,161
"US",2297,36
"US",427,4
"US",18,0
"US",26,0
"US",16,0
"US",421,4
"US",784,8
"US",162,3
"US",209,2
"US",4329,48
"US",521,9
"US",717,9
"US",1762,13
"US",549,10
"US",369,3
"US",251,4
"US",758,12
"US",552,8
"US",1447,18
"US",824,9
"US",639,14
"US",3505,55
"US",547,18
"US",2476,24
"US",70,0
"US",490,6
"US",3798,42
"US",53581,515
"US",102,4
"US",409,7
"US",210,2
"US",153,1
"US",363,4
"US",1839,13
"US",92,1
"US",127,3
"US",159,3
"US",23,3
"US",178,2
"US",5829,96
"US",711,15
"US",179,0
"US",55,0
"US",176,2
"US",675,13
"US",47,2
"US",470,13
"US",555,1
"US",543,5
"US",583,4
"US",589,2
"US",38,0
"US",341,5
"US",677,5
"US",22626,123
"US",3026,34
"US",69,0
"US",36,0
"US",3778,39
"US",21,0
"US",582,11
"US",408,12
"US",349,9
"US",481,10
"US",299,1
"US",1014,2
"US",160,1
"US",230,11
"US",746,8
"US",538,19
"US",3517,41
"US",348,9
"US",953,5
"US",519,15
"US",99,2
"US",1743,3
"US",15923,78
"US",1795,10
"US",3041,50
"US",1156,19
"US",385,11
"US",151,4
"US",27,0
"US",317,8
"US",382,3
"US",46,0
"US",706,9
"US",1257,5
"US",249,3
"US",1638,17
"US",883,6
"US",273,3
"US",28,0
"US",1249,7
"US",5016,57
"US",1381,39
"US",171850,2384
"US",1974,16
"US",3896,34
"US",32,0
"US",30,0
"US",813,10
"US",388,4
"US",277,1
"US",2163,44
"US",199,4
"US",1994,46
"US",832,10
"US",66,2
"US",0,0
"US",35756,489
"US",379,3
"US",1934,47
"US",905,4
"US",1263,7
"US",662,15
"US",1127,9
"US",17624,435
"US",4793,64
"US",10918,141
"US",3489,31
"US",430,6
"US",2787,0
"US",15351,370
"US",52473,2330
"US",23630,627
"US",31632,827
"US",4683,137
"US",9432,229
"US",51576,2399
"US",16157,397
"US",48010,1707
"US",4173,139
"US",19893,725
"US",48256,1683
"US",35247,1049
"US",23738,965
"US",36513,1381
"US",43267,1460
"US",3121,112
"US",15429,666
"US",5122,215
"US",1075,0
"US",41887,1559
"US",4378,183
"US",41121,573
"US",58,3
"US",7027,92
"US",2278,75
"US",524,23
"US",4097,46
"US",97,0
"US",17636,280
"US",4586,73
"US",921,15
"US",279,5
"US",8,0
"US",242,8
"US",6751,90
"US",1043,10
"US",286,0
"US",2370,43
"US",9881,344
"US",123,3
"US",2167,38
"US",332,7
"US",2314,42
"US",1527,28
"US",10308,297
"US",861,4
"US",8269,133
"US",7414,75
"US",536,35
"US",959,42
"US",1154,41
"US",485,4
"US",3368,0
"US",192,7
"US",4928,66
"US",11917,205
"US",1876,73
"US",86505,5140
"US",8301,206
"US",2585,44
"US",2997,23
"US",3625,21
"US",4585,96
"US",1250,21
"US",1158,8
"US",1678,60
"US",2107,35
"US",726,11
"US",12379,237
"US",41988,1209
"US",608,16
"US",781,9
"US",1317,36
"US",2767,53
"US",1383,23
"US",112,1
"US",2230,24
"US",1859,10
"US",125467,7745
"US",944,15
"US",1928,25
"US",2337,66
"US",34592,578
"US",1393,45
"US",89460,2401
"US",61676,3348
"US",8745,180
"US",12425,253
"US",21508,432
"US",3365,62
"US",23679,597
"US",1397,63
"US",3510,39
"US",1229,16
"US",0,154
"US",4937,67
"US",127132,7578
"US",4415,82
"US",35646,1288
"US",27768,589
"US",5796,43
"US",6076,86
"US",572,5
"US",534,10
"US",817,36
"US",2182,44
"US",3467,120
"US",97931,2311
"US",3169,40
"US",1711,54
"US",2114,14
"US",5816,143
"US",32,87
"US",1249,32
"US",874,16
"US",2632,39
"US",70614,1675
"US",1421,23
"US",522,11
"US",10397,117
"US",2662,30
"US",638,2
"US",1407,26
"US",1212,27
"US",1342,15
"US",2534,61
"US",1204,27
"US",1843,24
"US",4402,72
"US",9195,159
"US",6195,75
"US",11161,146
"US",5842,28
"US",285,5
"US",2723,17
"US",1160,9
"US",11101,158
"US",2905,65
"US",1257,15
"US",821,20
"US",368,5
"US",6675,139
"US",3629,83
"US",5127,83
"US",13900,138
"US",649,11
"US",1024,5
"US",8700,85
"US",2112,13
"US",4227,67
"US",14811,141
"US",3227,81
"US",20643,221
"US",3186,37
"US",15513,239
"US",357,12
"US",395,11
"US",3570,63
"US",1534,27
"US",24500,312
"US",2899,49
"US",5958,94
"US",2136,61
"US",5340,89
"US",1349,48
"US",2758,35
"US",326,5
"US",9369,101
"US",2259,18
"US",11570,104
"US",407,16
"US",3510,41
"US",3239,70
"US",5378,20
"US",1400,9
"US",797,19
"US",1328,25
"US",3066,38
"US",62454,554
"US",875,6
"US",1920,46
"US",4871,75
"US",6081,120
"US",9597,89
"US",1052,27
"US",8730,66
"US",5046,65
"US",528,5
"US",1807,44
"US",2737,22
"US",533,5
"US",1646,21
"US",11454,69
"US",720,13
"US",8048,123
"US",2630,47
"US",9840,137
"US",4432,25
"US",9017,168
"US",4337,95
"US",4912,61
"US",2522,54
"US",4331,78
"US",2005,26
"US",4430,75
"US",692,8
"US",917,10
"US",169,3
"US",82,0
"US",12505,98
"US",2679,68
"US",44059,344
"US",1093,9
"US",444,10
"US",2605,16
"US",7422,145
"US",3877,72
"US",5516,103
"US",2377,28
"US",1031,5
"US",190,2
"US",1243,29
"US",991,16
"US",49,0
"US",614,20
"US",307,4
"US",200,1
"US",13680,176
"US",19929,169
"US",408,4
"US",692,32
"US",137,2
"US",355,7
"US",413,6
"US",376,10
"US",525,19
"US",201,0
"US",9255,66
"US",172,7
"US",303,2
"US",269,4
"US",248,8
"US",475,16
"US",215,8
"US",534,19
"US",313,7
"US",1029,11
"US",1128,27
"US",1012,9
"US",4638,90
"US",1196,15
"US",410,11
"US",149,2
"US",699,10
"US",497,21
"US",1471,21
"US",553,12
"US",279,12
"US",1556,15
"US",1893,22
"US",408,5
"US",97,2
"US",604,10
"US",29,0
"US",4074,47
"US",166,2
"US",3143,70
"US",275,10
"US",914,17
"US",0,7
"US",1638,21
"US",8455,174
"US",401,7
"US",3962,32
"US",122,2
"US",1367,30
"US",8308,178
"US",2729,71
"US",3829,127
"US",3101,25
"US",3642,66
"US",3169,101
"US",2367,33
"US",25723,405
"US",1127,25
"US",1917,35
"US",8988,208
"US",12046,152
"US",2355,45
"US",6147,164
"US",1703,36
"US",2616,77
"US",70137,1519
"US",4140,96
"US",2722,72
"US",11362,83
"US",4912,112
"US",10031,130
"US",1806,29
"US",84050,1059
"US",2744,49
"US",1668,30
"US",4022,117
"US",9685,168
"US",2019,36
"US",51821,817
"US",4593,97
"US",1756,46
"US",692,19
"US",1791,49
"US",2103,41
"US",1381,43
"US",1963,80
"US",3389,82
"US",2138,36
"US",3395,94
"US",2783,72
"US",12756,247
"US",3517,61
"US",10528,151
"US",2385,44
"US",14786,320
"US",25805,595
"US",2926,46
"US",14800,480
"US",6733,112
"US",9312,186
"US",844,22
"US",3911,78
"US",7580,133
"US",735,28
"US",35615,712
"US",644,14
"US",1834,26
"US",5400,87
"US",1008,33
"US",2340,56
"US",1187,26
"US",1847,38
"US",6137,80
"US",1406,16
"US",7297,124
"US",2719,71
"US",3266,80
"US",7499,144
"US",4439,103
"US",3553,84
"US",4243,66
"US",3481,78
"US",3448,54
"US",20468,655
"US",28040,657
"US",10843,353
"US",6196,178
"US",0,0
"US",3597,28
"US",1711,56
"US",513,11
"US",15752,206
"US",2996,83
"US",5829,157
"US",2290,51
"US",8299,146
"US",1628,36
"US",1870,14
"US",932,4
"US",1307,3
"US",308,2
"US",1964,22
"US",660,3
"US",3980,32
"US",2785,39
"US",10582,52
"US",2754,18
"US",3671,17
"US",1076,6
"US",107,1
"US",19231,163
"US",478,4
"US",6994,60
"US",422,10
"US",1457,7
"US",4079,64
"US",2981,31
"US",2915,44
"US",421,3
"US",309,1
"US",5394,43
"US",2306,18
"US",3848,37
"US",380,5
"US",379,9
"US",201,0
"US",345,3
"US",878,7
"US",828,9
"US",2336,37
"US",436,3
"US",837,10
"US",3312,33
"US",1357,12
"US",544,11
"US",532,5
"US",3590,30
"US",2108,33
"US",2547,8
"US",906,6
"US",716,4
"US",1123,6
"US",2565,24
"US",3561,28
"US",2937,52
"US",1326,18
"US",1164,9
"US",6526,48
"US",984,7
"US",681,9
"US",1414,15
"US",57993,441
"US",2600,27
"US",3016,26
"US",2728,28
"US",0,0
"US",1065,12
"US",5883,28
"US",3010,23
"US",3135,25
"US",5552,37
"US",625,6
"US",253,6
"US",6566,85
"US",1820,18
"US",2479,16
"US",3029,23
"US",2956,17
"US",544,9
"US",48124,399
"US",509,0
"US",4650,46
"US",3129,60
"US",757,3
"US",981,5
"US",2461,10
"US",472,5
"US",1347,11
"US",10058,112
"US",553,3
"US",837,14
"US",756,9
"US",448,7
"US",278,3
"US",3976,22
"US",1387,39
"US",37,1
"US",170,1
"US",134,2
"US",816,14
"US",5884,72
"US",1425,17
"US",1193,22
"US",1910,18
"US",197,4
"US",6929,92
"US",880,17
"US",2650,32
"US",2894,50
"US",13928,210
"US",815,8
"US",25290,390
"US",1977,30
"US",31,0
"US",308,0
"US",5640,57
"US",0,0
"US",980,14
"US",76,3
"US",905,22
"US",16070,141
"US",17,1
"US",2641,34
"US",4674,90
"US",54764,1036
"US",3549,70
"US",8525,256
"US",2990,97
"US",23833,571
"US",8072,176
"US",3098,56
"US",30794,908
"US",9566,201
"US",9058,254
"US",159,4
"US",2844,90
"US",9291,142
"US",20544,594
"US",2026,46
"US",4094,50
"US",1996,25
"US",2856,73
"US",5010,84
"US",10647,306
"US",14172,316
"US",29810,960
"US",1475,17
"US",11866,227
"US",7255,114
"US",314,4
"US",8827,231
"US",729,10
"US",1710,15
"US",3129,87
"US",4023,126
"US",1907,45
"US",1382,48
"US",9003,269
"US",28382,741
"US",4261,129
"US",9040,158
"US",20747,511
"US",17591,468
"US",6174,124
"US",1738,23
"US",6061,144
"US",3477,120
"US",6178,204
"US",36500,1155
"US",1130,25
"US",16957,436
"US",5160,235
"US",1751,34
"US",95401,2450
"US",1459,33
"US",596,14
"US",8021,248
"US",1957,43
"US",4987,88
"US",149,3
"US",1049,39
"US",1939,61
"US",0,0
"US",2834,43
"US",2442,47
"US",1528,36
"US",9226,135
"US",1863,18
"US",19808,428
"US",811,29
"US",23862,425
"US",315,0
"US",678,0
"US",860,0
"US",652,0
"US",305,0
"US",487,0
"US",1775,0
"US",157,0
"US",446,0
"US",612,0
"US",5774,0
"US",393,0
"US",3491,0
"US",707,0
"US",1015,0
"US",4881,0
"US",698,0
"US",724,0
"US",191,0
"US",444,0
"US",743,0
"US",450,0
"US",449,0
"US",894,0
"US",23,0
"US",1233,0
"US",584,0
"US",326,0
"US",116,0
"US",410,0
"US",158,0
"US",2568,0
"US",1111,0
"US",662,0
"US",237,0
"US",889,0
"US",726,0
"US",146,0
"US",559,0
"US",1115,0
"US",160,0
"US",406,0
"US",106,0
"US",785,0
"US",603,0
"US",329,0
"US",871,0
"US",53,0
"US",167,0
"US",995,0
"US",838,0
"US",820,0
"US",492,0
"US",842,0
"US",454,0
"US",205,0
"US",172,0
"US",297,0
"US",1542,0
"US",458,0
"US",212,0
"US",975,0
"US",173,0
"US",439,0
"US",286,0
"US",11063,0
"US",944,0
"US",808,0
"US",233,0
"US",2194,0
"US",2224,0
"US",1747,0
"US",2377,1521
"US",545,0
"US",1048,0
"US",1709,0
"US",96,0
"US",456,0
"US",467,0
"US",459,0
"US",0,0
"US",2403,58
"US",9901,194
"US",2595,11
"US",58946,1348
"US",9622,219
"US",4482,114
"US",1275,25
"US",9156,133
"US",511,9
"US",12054,280
"US",957,40
"US",1455,30
"US",9586,105
"US",9153,111
"US",807,20
"US",24202,321
"US",3035,79
"US",2247,45
"US",2336,61
"US",1830,74
"US",1951,55
"US",4546,94
"US",2376,59
"US",8354,128
"US",1551,26
"US",1364,53
"US",10494,259
"US",3930,79
"US",37327,502
"US",4248,93
"US",1099,36
"US",20336,317
"US",1347,25
"US",3911,75
"US",5234,84
"US",3609,81
"US",1194,42
"US",16734,269
"US",1946,63
"US",1916,27
"US",473,9
"US",2822,71
"US",5241,62
"US",5105,147
"US",10203,153
"US",26344,335
"US",1001,28
"US",19756,392
"US",5519,117
"US",0,0
"US",1551,41
"US",2213,61
"US",15208,180
"US",414,8
"US",2509,35
"US",355,8
"US",1477,23
"US",2981,30
"US",4426,60
"US",627,7
"US",410,10
"US",881,18
"US",115,4
"US",1112,11
"US",313,2
"US",1625,12
"US",3452,70
"US",449,10
"US",672,9
"US",2718,53
"US",537,20
"US",412,7
"US",1263,12
"US",382,7
"US",369,4
"US",454,12
"US",313,12
"US",826,35
"US",482,26
"US",233,7
"US",606,34
"US",312,2
"US",311,3
"US",89,1
"US",2023,25
"US",700,16
"US",132,1
"US",262,8
"US",259,15
"US",67,0
"US",538,13
"US",1020,16
"US",2555,28
"US",6780,66
"US",520,9
"US",260,4
"US",683,22
"US",181,1
"US",2231,24
"US",215,2
"US",225,6
"US",24977,264
"US",535,14
"US",1927,35
"US",11197,131
"US",285,11
"US",300,3
"US",984,32
"US",305,3
"US",703,24
"US",272,2
"US",111,3
"US",1162,19
"US",629,12
"US",970,49
"US",0,0
"US",1608,30
"US",618,14
"US",2514,26
"US",291,8
"US",5631,72
"US",4548,61
"US",1168,30
"US",1565,9
"US",9976,98
"US",9120,72
"US",2782,36
"US",1366,15
"US",2696,52
"US",4464,86
"US",2865,24
"US",1490,31
"US",1682,18
"US",845,23
"US",2841,44
"US",4916,65
"US",1641,29
"US",4398,51
"US",61497,570
"US",2087,33
"US",1335,20
"US",4624,59
"US",4254,70
"US",3321,48
"US",1880,29
"US",3549,48
"US",5033,91
"US",2670,60
"US",1768,26
"US",5517,92
"US",1193,19
"US",5862,86
"US",28544,273
"US",324,5
"US",2830,41
"US",2630,35
"US",3631,56
"US",2169,36
"US",2945,44
"US",2311,38
"US",1929,26
"US",797,22
"US",1167,12
"US",948,19
"US",3861,62
"US",1774,28
"US",32652,297
"US",1408,13
"US",2627,28
"US",4416,58
"US",1151,19
"US",3299,34
"US",4210,37
"US",2588,45
"US",8035,152
"US",1860,26
"US",2863,30
"US",9248,104
"US",4352,66
"US",2045,38
"US",969,16
"US",3880,56
"US",11511,126
"US",701,6
"US",1534,11
"US",3642,71
"US",14223,61
"US",2183,41
"US",855,23
"US",567,17
"US",1174,16
"US",8678,121
"US",3174,48
"US",4325,56
"US",6533,74
"US",28618,242
"US",1994,23
"US",1148,17
"US",8901,70
"US",66562,903
"US",2045,24
"US",883,20
"US",10862,178
"US",15789,206
"US",5409,53
"US",2159,12
"US",16851,86
"US",1446,40
"US",1221,17
"US",545,6
"US",4395,43
"US",10223,165
"US",2417,17
"US",3071,43
"US",2737,39
"US",17903,121
"US",12476,128
"US",4814,65
"US",1433,25
"US",5696,149
"US",737,23
"US",562,6
"US",110,5
"US",2938,68
"US",1037,15
"US",719,13
"US",575,12
"US",3812,47
"US",214,7
"US",2678,46
"US",13238,168
"US",115685,1739
"US",284,7
"US",18,0
"US",805,17
"US",4059,123
"US",21553,242
"US",14526,140
"US",883,8
"US",94,2
"US",600,27
"US",2797,59
"US",937,14
"US",1964,27
"US",2435,45
"US",1203,10
"US",801,18
"US",29525,1183
"US",771,25
"US",296,10
"US",1304,50
"US",794,15
"US",2627,11
"US",3101,77
"US",1223,7
"US",715,10
"US",205,10
"US",393,10
"US",418,15
"US",49393,373
"US",211,5
"US",1018,15
"US",6239,144
"US",1013,30
"US",210,3
"US",2301,32
"US",3596,32
"US",152,5
"US",512,9
"US",520,10
"US",351,20
"US",285,4
"US",462,19
"US",193318,2033
"US",1429,49
"US",1446,48
"US",2314,56
"US",151,3
"US",39182,352
"US",130,7
